id_annee;id_region;id_milieu;id_âge;id_sexe;population
2014;1;1;moins-de-15;F;270879.0
2014;1;1;moins-de-15;M;283748.0
2014;1;1;15-59;M;697057.0
2014;1;1;15-59;F;689796.0
2014;1;1;plus-de-60;M;89943.0
2014;1;1;plus-de-60;F;89243.0
