id_zone;id_milieu;id_age;id_sexe;population
9   ;2;15-59      ;F;355778.0
9   ;2;moins-de-15;F;153521.0
9   ;2;plus-de-60 ;F;99910.0
9   ;2;15-59      ;M;335512.0
9   ;2;moins-de-15;M;163047.0
9   ;2;plus-de-60 ;M;90647.0
9   ;1;15-59      ;F;575526.0
9   ;1;moins-de-15;F;222465.0
9   ;1;plus-de-60 ;F;102676.0
9   ;1;15-59      ;M;550958.0
9   ;1;moins-de-15;M;238301.0
9   ;1;plus-de-60 ;M;106608.0
