id_zone;id_milieu;id_age;id_sexe;population
11  ;2;15-59      ;F;2884.0
11  ;2;moins-de-15;F;1196.0
11  ;2;plus-de-60 ;F;743.0
11  ;2;15-59      ;M;4370.0
11  ;2;moins-de-15;M;1342.0
11  ;2;plus-de-60 ;M;930.0
11  ;1;15-59      ;F;127035.0
11  ;1;moins-de-15;F;57106.0
11  ;1;plus-de-60 ;F;16230.0
11  ;1;15-59      ;M;128340.0
11  ;1;moins-de-15;M;60749.0
11  ;1;plus-de-60 ;M;18245.0
