id_zone;id_milieu;id_age;id_sexe;population
12  ;2;15-59      ;F;1135.0
12  ;2;moins-de-15;F;483.0
12  ;2;plus-de-60 ;F;150.0
12  ;2;15-59      ;M;16430.0
12  ;2;moins-de-15;M;506.0
12  ;2;plus-de-60 ;M;506.0
12  ;1;15-59      ;F;48743.0
12  ;1;moins-de-15;F;23500.0
12  ;1;plus-de-60 ;F;3563.0
12  ;1;15-59      ;M;62377.0
12  ;1;moins-de-15;M;24273.0
12  ;1;plus-de-60 ;M;4946.0
