id_zone;id_milieu;id_age;id_sexe;population
5   ;2;15-59      ;F;353173.0
5   ;2;moins-de-15;F;174108.0
5   ;2;plus-de-60 ;F;92321.0
5   ;2;15-59      ;M;342233.0
5   ;2;moins-de-15;M;186224.0
5   ;2;plus-de-60 ;M;88179.0
5   ;1;15-59      ;F;403915.0
5   ;1;moins-de-15;F;154790.0
5   ;1;plus-de-60 ;F;105629.0
5   ;1;15-59      ;M;348440.0
5   ;1;moins-de-15;M;165982.0
5   ;1;plus-de-60 ;M;96416.0
