id_zone;id_milieu;id_age;id_sexe;population
3   ;2;15-59      ;F;447955.0
3   ;2;moins-de-15;F;223977.0
3   ;2;plus-de-60 ;F;116721.0
3   ;2;15-59      ;M;465231.0
3   ;2;moins-de-15;M;240778.0
3   ;2;plus-de-60 ;M;110186.0
3   ;1;15-59      ;F;888014.0
3   ;1;moins-de-15;F;345098.0
3   ;1;plus-de-60 ;F;210813.0
3   ;1;15-59      ;M;814815.0
3   ;1;moins-de-15;M;369235.0
3   ;1;plus-de-60 ;M;205439.0
