id_zone;id_milieu;id_age;id_sexe;population
7   ;2;15-59      ;F;715933.0
7   ;2;moins-de-15;F;385992.0
7   ;2;plus-de-60 ;F;171977.0
7   ;2;15-59      ;M;767373.0
7   ;2;moins-de-15;M;413514.0
7   ;2;plus-de-60 ;M;174896.0
7   ;1;15-59      ;F;704003.0
7   ;1;moins-de-15;F;271820.0
7   ;1;plus-de-60 ;F;160363.0
7   ;1;15-59      ;M;655016.0
7   ;1;moins-de-15;M;288558.0
7   ;1;plus-de-60 ;M;153605.0
