id_zone;id_milieu;id_age;id_sexe;population
10  ;2;15-59      ;F;35527.0
10  ;2;moins-de-15;F;14929.0
10  ;2;plus-de-60 ;F;12535.0
10  ;2;15-59      ;M;32579.0
10  ;2;moins-de-15;M;16021.0
10  ;2;plus-de-60 ;M;11178.0
10  ;1;15-59      ;F;92877.0
10  ;1;moins-de-15;F;38848.0
10  ;1;plus-de-60 ;F;17266.0
10  ;1;15-59      ;M;86609.0
10  ;1;moins-de-15;M;41625.0
10  ;1;plus-de-60 ;M;17818.0
