id_zone;id_milieu;id_age;id_sexe;population
8   ;2;15-59      ;F;297007.0
8   ;2;moins-de-15;F;158545.0
8   ;2;plus-de-60 ;F;72931.0
8   ;2;15-59      ;M;280859.0
8   ;2;moins-de-15;M;169546.0
8   ;2;plus-de-60 ;M;64932.0
8   ;1;15-59      ;F;186851.0
8   ;1;moins-de-15;F;83317.0
8   ;1;plus-de-60 ;F;36145.0
8   ;1;15-59      ;M;167602.0
8   ;1;moins-de-15;M;88782.0
8   ;1;plus-de-60 ;M;36626.0
