id_zone;id_milieu;id_age;id_sexe;population
2   ;2;15-59      ;F;227474.0
2   ;2;moins-de-15;F;103932.0
2   ;2;plus-de-60 ;F;60790.0
2   ;2;15-59      ;M;218710.0
2   ;2;moins-de-15;M;112060.0
2   ;2;plus-de-60 ;M;55643.0
2   ;1;15-59      ;F;462072.0
2   ;1;moins-de-15;F;172701.0
2   ;1;plus-de-60 ;F;132788.0
2   ;1;15-59      ;M;420907.0
2   ;1;moins-de-15;M;183695.0
2   ;1;plus-de-60 ;M;118606.0
